lineId,from,to,distance
3351,513245,504007,797.9792852762671
3351,504007,513237,786.6049918117267
3351,513237,513238,288.0777788601192
3351,513238,513239,253.14707714564773
3351,513239,513240,256.5820987276498
3351,513240,513241,194.24413619835235
3351,513241,513242,165.24769765099714
3351,513242,513243,256.06468916403236
3351,513243,513244,245.21361318293776
3351,513244,513245,332.21660677116216
3351,513245,504007,797.9792852762671
